REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
m01508r	cholesterol-ester-tetraco[Endoplasmic reticulum]	0.57261	0.28346	2	7.2217	0.65712
m01509r	cholesterol-ester-trico[Endoplasmic reticulum]	0.57261	0.28346	2	7.2217	0.65712
m01510r	cholesterol-ester-tridec[Endoplasmic reticulum]	0.57261	0.28346	2	7.2217	0.65712
m00237c	1,2-diacylglycerol-LD-PI pool[Cytosol]	0.57085	0.28405	26	5.6852	5.3077
m02630c	O2[Cytosol]	0.56875	0.28476	65	5.4604	7.4079
m03155c	xylitol[Cytosol]	0.56735	0.28524	4	6.594	5.9509
m02834c	retinol[Cytosol]	0.56659	0.2855	12	5.9613	7.2053
m02681c	PAP[Cytosol]	0.56485	0.28609	17	5.8205	7.1999
m02914c	sn-glycerol-3-phosphate[Cytosol]	0.56319	0.28665	9	6.0787	5.8558
m02684c	PC-LD pool[Cytosol]	0.56309	0.28669	27	5.6609	5.5806
m03130m	UTP[Mitochondria]	0.56214	0.28701	5	6.4187	3.3726
m02630s	O2[Extracellular]	0.55961	0.28787	6	6.308	5.6325
m02041c	H2O2[Cytosol]	0.55836	0.2883	27	5.6561	6.0166
m02759c	PPi[Cytosol]	0.55398	0.2898	169	5.3114	5.1483
m03089s	tryptophan[Extracellular]	0.5539	0.28982	12	5.9418	6.1999
m03101s	tyrosine[Extracellular]	0.5539	0.28982	12	5.9418	6.1999
m02187c	isopentenyl-pPP[Cytosol]	0.54086	0.2943	5	6.3681	4.284
m03106m	UDP[Mitochondria]	0.53778	0.29536	2	7.091	0.47887
m01306c	AKG[Cytosol]	0.53142	0.29756	37	5.5445	8.0209
m02099c	heptadecanoyl-[ACP][Cytosol]	0.53121	0.29764	2	7.0664	5.2543
m02115c	hexadecanoyl-[ACP][Cytosol]	0.53121	0.29764	2	7.0664	5.2543
m00640c	2-deoxy-D-ribose-5-phosphate[Cytosol]	0.52894	0.29842	5	6.3398	1.7086
m02666n	oxidized thioredoxin[Nucleus]	0.52675	0.29918	3	6.69	4.5236
m02990n	thioredoxin[Nucleus]	0.52675	0.29918	3	6.69	4.5236
m01132c	5-phosphoribosylformylglycinamidine[Cytosol]	0.52473	0.29989	2	7.0421	0.82443
m02575c	N-formyl-GAR[Cytosol]	0.52473	0.29989	2	7.0421	0.82443
m01334m	AMP[Mitochondria]	0.52079	0.30126	18	5.7387	5.9936
m00194c	[protein C terminal]-S-farnesyl-L-cysteine[Cytosol]	0.50829	0.30562	2	6.9804	4.3951
m02046s	HCO3-[Extracellular]	0.50098	0.30819	14	5.7977	6.4819
m01448c	cholest-5-ene-3beta,7alpha,27-triol[Cytosol]	0.5009	0.30822	2	6.9526	0.48517
m01734r	dolichyl-phosphate-D-mannose[Endoplasmic reticulum]	0.49974	0.30863	3	6.6073	5.1302
m02147s	hydroxide[Extracellular]	0.4982	0.30917	2	6.9425	0.93839
m02351c	L-cysteinyl-tRNA(cys)[Cytosol]	0.49403	0.31064	2	6.9269	9.5359
m03067c	tRNA(cys)[Cytosol]	0.49403	0.31064	2	6.9269	9.5359
m00163c	(R)-4-phosphopantothenoyl-cysteine[Cytosol]	0.4903	0.31196	5	6.248	5.1771
m01636c	D-4-phosphopantothenate[Cytosol]	0.4903	0.31196	5	6.248	5.1771
m02026m	GSH[Mitochondria]	0.48239	0.31476	6	6.1402	5.0199
m01365c	arginine[Cytosol]	0.4804	0.31547	16	5.7194	4.8067
m01100s	5-formyl-THF[Extracellular]	0.47632	0.31692	1	7.6061	0
m01115s	5-methyl-THF[Extracellular]	0.47632	0.31692	1	7.6061	0
m01830s	folate[Extracellular]	0.47632	0.31692	1	7.6061	0
m01833r	formate[Endoplasmic reticulum]	0.47632	0.31692	1	7.6061	0
m02983s	thiamin-P[Extracellular]	0.47632	0.31692	1	7.6061	0
m02985s	thiamin-PPP[Extracellular]	0.47632	0.31692	1	7.6061	0
m01589m	CL pool[Mitochondria]	0.47305	0.31809	1	7.5887	0
m02715m	PG-CL pool[Mitochondria]	0.47305	0.31809	1	7.5887	0
m01398c	bilirubin-monoglucuronoside[Cytosol]	0.47272	0.31821	1	7.587	0
m01398s	bilirubin-monoglucuronoside[Extracellular]	0.47272	0.31821	1	7.587	0
m02946c	sulfate[Cytosol]	0.46661	0.32039	10	5.861	3.4679
m00810s	3-keto-beta-D-galactose[Extracellular]	0.46351	0.3215	1	7.5382	0
m00812s	3-ketolactose[Extracellular]	0.46351	0.3215	1	7.5382	0
m02328s	LacCer pool[Extracellular]	0.46351	0.3215	1	7.5382	0
m01511c	cholesterol-STAR[Cytosol]	0.46315	0.32163	8	5.9744	4.2522
m02935c	STAR[Cytosol]	0.46315	0.32163	8	5.9744	4.2522
m00656c	2-lysolecithin pool[Cytosol]	0.46225	0.32195	23	5.5947	5.7514
m02173c	inositol-1-phosphate[Cytosol]	0.4613	0.32229	13	5.7638	4.9409
m01107c	5-hydroxy-L-tryptophan[Cytosol]	0.45966	0.32288	4	6.3077	10.4333
m00253c	10,11-dihydro-12-oxo-LTB4[Cytosol]	0.45695	0.32385	4	6.3005	3.6892
m02750n	PI pool[Nucleus]	0.45624	0.32411	2	6.785	3.649
m02321m	L-2-amino-3-oxobutanoic acid[Mitochondria]	0.45602	0.32419	1	7.4984	0
m00425p	18-COOH-LTE4[Peroxisome]	0.45346	0.32511	4	6.2912	5.8659
m01435p	chenodiol[Peroxisome]	0.45346	0.32511	4	6.2912	5.8659
m02650p	omega-COOH-dinor-LTE4-CoA[Peroxisome]	0.45346	0.32511	4	6.2912	5.8659
m01972s	glucosylceramide pool[Extracellular]	0.45001	0.32635	2	6.7616	1.0982
m01410s	butyrate[Extracellular]	0.44926	0.32662	15	5.6981	8.3224
m02131m	HMG-CoA[Mitochondria]	0.44721	0.32736	3	6.4465	7.0046
m03123s	uridine[Extracellular]	0.43979	0.33004	5	6.128	6.1236
m02574c	N-formimino-L-glutamate[Cytosol]	0.43848	0.33052	2	6.7184	2.7891
m01428c	CDP-ethanolamine[Cytosol]	0.43821	0.33062	3	6.4189	10.7329
m03112c	UDP-xylose[Cytosol]	0.4374	0.33091	1	7.3997	0
m03112g	UDP-xylose[Golgi apparatus]	0.4374	0.33091	1	7.3997	0
m02040c	H2O[Cytosol]	0.43733	0.33094	481	5.1913	5.3289
m01257c	acetyl adenylate[Cytosol]	0.43523	0.3317	1	7.3882	0
m02775c	propinol adenylate[Cytosol]	0.43523	0.3317	1	7.3882	0
m02046c	HCO3-[Cytosol]	0.43131	0.33312	23	5.5605	5.9295
m01626c	cys-gly[Cytosol]	0.42166	0.33664	6	6.0082	10.2477
m01626s	cys-gly[Extracellular]	0.42166	0.33664	6	6.0082	10.2477
m01370c	aspartate[Cytosol]	0.41827	0.33787	15	5.6558	5.226
m00623c	26-hydroxycholesterol[Cytosol]	0.41778	0.33805	1	7.2957	0
m00625m	27-hydroxycholesterol[Mitochondria]	0.41778	0.33805	1	7.2957	0
m00750c	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[Cytosol]	0.41778	0.33805	1	7.2957	0
m00750m	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al[Mitochondria]	0.41778	0.33805	1	7.2957	0
m01090c	5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[Cytosol]	0.41778	0.33805	1	7.2957	0
m01090m	5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[Mitochondria]	0.41778	0.33805	1	7.2957	0
m02600c	N-methylethanolamine-phosphate[Cytosol]	0.41778	0.33805	1	7.2957	0
m02739c	phosphodimethylethanolamine[Cytosol]	0.41778	0.33805	1	7.2957	0
m02006c	glycyl-tRNA(gly)[Cytosol]	0.40626	0.34228	2	6.5975	7.046
m03070c	tRNA(gly)[Cytosol]	0.40626	0.34228	2	6.5975	7.046
m02774c	propanoyl-CoA[Cytosol]	0.40438	0.34297	10	5.7569	3.8172
m01744c	D-serine[Cytosol]	0.39821	0.34524	1	7.1919	0
m01744s	D-serine[Extracellular]	0.39821	0.34524	1	7.1919	0
m01862c	fumarate[Cytosol]	0.39487	0.34647	8	5.8463	4.7435
m02804c	protoporphyrinogen IX[Cytosol]	0.39269	0.34727	3	6.2795	4.0281
m02678p	palmitoyl-CoA[Peroxisome]	0.39103	0.34789	17	5.5957	5.7083
m01899r	G10598[Endoplasmic reticulum]	0.38308	0.35083	2	6.5105	3.6213
m00851m	3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate[Mitochondria]	0.37919	0.35227	3	6.2382	3.2986
m01149m	6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[Mitochondria]	0.37919	0.35227	3	6.2382	3.2986
m01005m	4-hydroxyphenylpyruvate[Mitochondria]	0.37796	0.35273	2	6.4912	10.1309
m03101m	tyrosine[Mitochondria]	0.37796	0.35273	2	6.4912	10.1309
m00772c	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate[Cytosol]	0.37651	0.35327	1	7.0769	0
m01736s	dopamine[Extracellular]	0.37446	0.35403	5	5.9727	2.2695
m02617c	noradrenaline[Cytosol]	0.37446	0.35403	5	5.9727	2.2695
m02617s	noradrenaline[Extracellular]	0.37446	0.35403	5	5.9727	2.2695
m01588c	citrulline[Cytosol]	0.37196	0.35496	8	5.8034	4.5884
m02579s	NH4+[Extracellular]	0.36977	0.35578	5	5.9616	6.1946
m02041m	H2O2[Mitochondria]	0.36737	0.35667	9	5.7336	4.5702
m00266s	10-formyl-THF[Extracellular]	0.3648	0.35763	1	7.0148	0
m00267s	10-formyl-THF-glu(5)[Extracellular]	0.3648	0.35763	1	7.0148	0
m00268s	10-formyl-THF-glu(6)[Extracellular]	0.3648	0.35763	1	7.0148	0
m00269s	10-formyl-THF-glu(7)[Extracellular]	0.3648	0.35763	1	7.0148	0
m01700s	dihydrofolate[Extracellular]	0.3648	0.35763	1	7.0148	0
m02104s	heptaglutamyl-folate(DHF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m02105s	heptaglutamyl-folate(THF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m02118s	hexaglutamyl-folate(DHF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m02119s	hexaglutamyl-folate(THF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m02691s	pentaglutamyl-folate(DHF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m02692s	pentaglutamyl-folate(THF)[Extracellular]	0.3648	0.35763	1	7.0148	0
m01802c	FAD[Cytosol]	0.36244	0.35851	7	5.8246	5.9363
m01230c	9-cis-retinal[Cytosol]	0.35673	0.36065	3	6.1695	3.749
m02532m	N-acetyl-L-aspartate[Mitochondria]	0.34908	0.36351	1	6.9314	0
m00663m	2-methylbutyryl-CoA[Mitochondria]	0.34907	0.36352	7	5.7976	5.8024
m02897s	serotonin[Extracellular]	0.34189	0.36622	4	5.9947	2.62
m02444m	malonyl-CoA[Mitochondria]	0.32719	0.37176	4	5.9556	5.7245
m01671c	deoxyinosine[Cytosol]	0.32702	0.37183	6	5.8026	5.3086
m02870c	S-adenosylmethioninamine[Cytosol]	0.31896	0.37488	2	6.2699	3.045
m03123m	uridine[Mitochondria]	0.3091	0.37862	2	6.2328	6.3087
m02180m	isobutyryl-CoA[Mitochondria]	0.30398	0.38057	5	5.8053	6.2999
m01445c	cholate[Cytosol]	0.303	0.38095	3	6.0049	5.9304
m01655c	dehydroascorbic acid[Cytosol]	0.30048	0.38191	3	5.9972	6.0337
m01655s	dehydroascorbic acid[Extracellular]	0.30048	0.38191	3	5.9972	6.0337
m01953c	geranyl-PP[Cytosol]	0.29307	0.38473	2	6.1727	5.8916
m01409c	but-2-enoyl-[ACP][Cytosol]	0.28561	0.38759	3	5.9517	3.6149
m01992c	glycogenin G4G7[Cytosol]	0.28546	0.38765	3	5.9513	4.0156
m00646c	2-hydroxy-3-oxopropanoate[Cytosol]	0.28426	0.3881	1	6.5877	0
m02444c	malonyl-CoA[Cytosol]	0.2765	0.39108	12	5.516	3.9836
m00970c	4-aminobutyrate[Cytosol]	0.27415	0.39199	5	5.7344	7.2689
m02142m	hydracrylate[Mitochondria]	0.27365	0.39218	1	6.5315	0
m01619c	creatine[Cytosol]	0.27	0.39358	7	5.6384	5.9699
m02661s	oxalate[Extracellular]	0.26654	0.39491	3	5.8933	0.35142
m01450c	cholesterol[Cytosol]	0.26614	0.39506	27	5.3579	4.3957
m02832c	retinal[Cytosol]	0.265	0.39551	10	5.5238	7.5939
m02832r	retinal[Endoplasmic reticulum]	0.265	0.39551	10	5.5238	7.5939
m02834r	retinol[Endoplasmic reticulum]	0.265	0.39551	10	5.5238	7.5939
m00737c	3,5-diiodo-L-thyronine-4-O-sulfate[Cytosol]	0.26282	0.39634	3	5.882	1.7757
m00828c	3-monoiodo-L-thyronine[Cytosol]	0.26282	0.39634	3	5.882	1.7757
m00829c	3-monoiodo-L-thyronine-4-O-sulfate[Cytosol]	0.26282	0.39634	3	5.882	1.7757
m01688c	dGTP[Cytosol]	0.26271	0.39639	39	5.3067	5.0918
m01940c	GAR[Cytosol]	0.26	0.39743	1	6.4591	0
m03021m	trans,cis-lauro-2,6-dienoyl-CoA[Mitochondria]	0.25758	0.39837	5	5.695	3.4415
m01590m	CMP[Mitochondria]	0.25429	0.39964	3	5.8558	2.3153
m02657p	O-propanoylcarnitine[Peroxisome]	0.25358	0.39991	3	5.8537	3.5316
m01950g	GDP-L-fucose[Golgi apparatus]	0.25293	0.40016	3	5.8517	8.4045
m01285r	ADP[Endoplasmic reticulum]	0.24678	0.40254	4	5.7419	7.7261
m02147c	hydroxide[Cytosol]	0.24666	0.40259	3	5.8325	2.0339
m02634p	O-acetylcarnitine[Peroxisome]	0.24169	0.40451	1	6.362	0
m01750c	dTDP-galactose[Cytosol]	0.24093	0.4048	1	6.358	0
m01751c	dTDP-glucose[Cytosol]	0.24093	0.4048	1	6.358	0
m02404c	L-leucyl-tRNA(leu)[Cytosol]	0.23685	0.40639	3	5.8024	3.7811
m03073c	tRNA(leu)[Cytosol]	0.23685	0.40639	3	5.8024	3.7811
m02803c	protoporphyrin[Cytosol]	0.23645	0.40654	2	5.9602	5.6427
m00678p	2-trans-4-cis-decadienoyl-CoA[Peroxisome]	0.23404	0.40748	4	5.708	2.4628
m01596c	CO2[Cytosol]	0.23089	0.4087	50	5.2598	6.7758
m02039p	H+[Peroxisome]	0.22941	0.40928	16	5.3859	5.5796
m02327m	L-4-hydroxyglutamate semialdehyde[Mitochondria]	0.22869	0.40955	1	6.2931	0
m02374c	L-glutamate 5-semialdehyde[Cytosol]	0.22869	0.40955	1	6.2931	0
m01305c	AIR[Cytosol]	0.22315	0.41171	2	5.9103	0.77616
m00164c	(R)-5-diphosphomevalonate[Cytosol]	0.21923	0.41323	2	5.8956	1.6968
m02927r	sphinganine[Endoplasmic reticulum]	0.21862	0.41347	1	6.2397	0
m02928r	sphinganine-1-phosphate[Endoplasmic reticulum]	0.21862	0.41347	1	6.2397	0
m01010c	4-maleylacetoacetate[Cytosol]	0.21753	0.4139	2	5.8892	0.32063
m02949m	sulfite[Mitochondria]	0.21494	0.41491	3	5.7354	3.9468
m02991c	thiosulfate[Cytosol]	0.21494	0.41491	3	5.7354	3.9468
m02991m	thiosulfate[Mitochondria]	0.21494	0.41491	3	5.7354	3.9468
m00970s	4-aminobutyrate[Extracellular]	0.21244	0.41588	4	5.6506	8.3906
m01721c	DNA[Cytosol]	0.20998	0.41684	26	5.3091	4.4206
m01307c	alanine[Cytosol]	0.20673	0.41811	32	5.2824	5.0151
m02759n	PPi[Nucleus]	0.20276	0.41966	3	5.6981	9.6611
m01897r	G10596[Endoplasmic reticulum]	0.19976	0.42083	2	5.8225	6.9959
m01898r	G10597[Endoplasmic reticulum]	0.19976	0.42083	2	5.8225	6.9959
m01845c	fructose-6-phosphate[Cytosol]	0.18978	0.42474	22	5.295	4.0161
m00511c	1-acyl-PE pool[Cytosol]	0.1876	0.42559	28	5.2757	5.6881
m02946s	sulfate[Extracellular]	0.18751	0.42563	4	5.5843	0.68143
m00969c	4-aminobutanal[Cytosol]	0.18654	0.42601	1	6.0696	0
m02040m	H2O[Mitochondria]	0.1854	0.42646	251	5.1478	5.1548
m01643m	dCDP[Mitochondria]	0.17318	0.43125	2	5.7228	2.4139
m01645m	dCTP[Mitochondria]	0.17318	0.43125	2	5.7228	2.4139
m02464c	mercaptopyruvate[Cytosol]	0.16603	0.43407	4	5.5272	7.039
m02842c	riboflavin[Cytosol]	0.16134	0.43591	5	5.4663	3.3196
m03110c	UDP-N-acetyl-D-galactosamine[Cytosol]	0.15441	0.43864	3	5.5501	0.75708
m01290c	adrenaline[Cytosol]	0.14978	0.44047	2	5.6349	4.4657
m01290s	adrenaline[Extracellular]	0.14978	0.44047	2	5.6349	4.4657
m02685c	PE-LD pool[Cytosol]	0.14576	0.44206	28	5.2338	5.4211
m01638p	D-alanine[Peroxisome]	0.1386	0.44488	2	5.593	8.3702
m01742c	D-proline[Cytosol]	0.1386	0.44488	2	5.593	8.3702
m02015c	GM3[Cytosol]	0.13781	0.4452	8	5.3642	1.8767
m01588s	citrulline[Extracellular]	0.13528	0.4462	4	5.4455	6.3626
m00307c	12(S)-HETE[Cytosol]	0.13485	0.44637	5	5.4034	3.7725
m01959g	globoside[Golgi apparatus]	0.13313	0.44704	2	5.5725	5.9457
m02204g	keratan sulfate I biosynthesis, precursor 12[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02207g	keratan sulfate I biosynthesis, precursor 15[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02210g	keratan sulfate I biosynthesis, precursor 18[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02212g	keratan sulfate I biosynthesis, precursor 2[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02214g	keratan sulfate I biosynthesis, precursor 21[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02217g	keratan sulfate I biosynthesis, precursor 24[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02220g	keratan sulfate I biosynthesis, precursor 27[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02223g	keratan sulfate I biosynthesis, precursor 3[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02233g	keratan sulfate I biosynthesis, precursor 6[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02236g	keratan sulfate I biosynthesis, precursor 9[Golgi apparatus]	0.12758	0.44924	10	5.2939	5.5796
m02984c	thiamin-PP[Cytosol]	0.12521	0.45018	5	5.3805	4.0807
m00674c	2-phospho-D-glycerate[Cytosol]	0.12466	0.4504	5	5.3792	5.1729
m01637c	dADP[Cytosol]	0.12445	0.45048	28	5.2125	5.8214
m00799m	3-hydroxypropionyl-CoA[Mitochondria]	0.12358	0.45082	22	5.2199	3.9576
m01159s	6-deoxy-L-galactose[Extracellular]	0.12089	0.45189	2	5.5265	9.4612
m02237s	keratan sulfate I, degradation product 1[Extracellular]	0.12089	0.45189	2	5.5265	9.4612
m02278s	keratan sulfate I[Extracellular]	0.12089	0.45189	2	5.5265	9.4612
m02734c	phosphatidylinositol-3,4,5-trisphosphate[Cytosol]	0.11816	0.45297	33	5.1968	4.5299
m00337c	13(S)-HPODE[Cytosol]	0.11812	0.45299	9	5.2944	10.124
m01755m	dUMP[Mitochondria]	0.11709	0.4534	5	5.3612	7.5081
m01034c	4-trimethylammoniobutanal[Cytosol]	0.11653	0.45362	2	5.5101	0.79122
m02037c	guanine[Cytosol]	0.11506	0.4542	4	5.3917	5.9867
m02159c	hypoxanthine[Cytosol]	0.11506	0.4542	4	5.3917	5.9867
m01753c	dTTP[Cytosol]	0.1148	0.4543	34	5.1885	5.087
m03111g	UDP-N-acetylglucosamine[Golgi apparatus]	0.10404	0.45857	9	5.2696	6.0831
m00673c	2-phenylacetamide[Cytosol]	0.10359	0.45875	2	5.4616	5.3158
m00765m	3-carboxy-1-hydroxypropyl-ThPP[Mitochondria]	0.10298	0.45899	3	5.3926	3.3482
m02984m	thiamin-PP[Mitochondria]	0.10298	0.45899	3	5.3926	3.3482
m00088m	(3Z)-dodecenoyl-CoA[Mitochondria]	0.1012	0.4597	6	5.3118	2.6842
m00099m	(5Z)-dodecenoyl-CoA[Mitochondria]	0.1012	0.4597	6	5.3118	2.6842
m01575m	cis,cis-3,6-dodecadienoyl-CoA[Mitochondria]	0.1012	0.4597	6	5.3118	2.6842
m02039s	H+[Extracellular]	0.10034	0.46004	44	5.163	4.6777
m01905c	GA2[Cytosol]	0.097041	0.46135	11	5.2381	2.0347
m02011c	GM2[Cytosol]	0.097041	0.46135	11	5.2381	2.0347
m02674p	palmitate[Peroxisome]	0.095278	0.46205	6	5.299	4.8069
m00527c	1D-myo-inositol-3,4,5,6-tetrakisphosphate[Cytosol]	0.094267	0.46245	1	5.5803	0
m00669m	2-oxo-3-methylvalerate[Mitochondria]	0.092641	0.46309	3	5.361	4.7062
m01013m	4-methyl-2-oxopentanoate[Mitochondria]	0.092641	0.46309	3	5.361	4.7062
m00011m	(11Z,14Z,17Z)-eicosatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00022m	(13Z,16Z)-docosadienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00092m	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00100m	(5Z,8Z,11Z)-eicosatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00102m	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00105m	(6Z,9Z)-octadecadienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00107m	(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00120m	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00122m	(8Z,11Z)-eicosadienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00124m	(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00126m	(9E)-octadecenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00261m	10,13,16,19-docosatetraenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00263m	10,13,16-docosatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00342m	13,16,19-docosatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01363m	arachidonyl-carnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01723m	docosahexaenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01724m	docosanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01726m	docosenoylcarnitine(11)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01727m	docosenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01729m	dodecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01770m	eicosadienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01772m	eicosanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01774m	eicosatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01775m	eicosenoylcarnitine(11)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01776m	eicosenoylcarnitine(7)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01777m	eicosenoylcarnitine(9)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m01933m	gamma-linolenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02051m	heneicosanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02100m	heptadecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02102m	heptadecenoylcarnitine(7)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02103m	heptadecenoylcarnitine(8)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02117m	hexadecenoylcarnitine(9)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02388m	linoleic-carnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02410m	L-oleoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02411m	L-palmitoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02443m	malonyl-carnitin[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02611m	nonadecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02636m	ocosatetraenoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02637m	octadecatrienoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02638m	octadecenoylcarnitine(11)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02639m	octadecenoylcarnitine(5)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02640m	octadecenoylcarnitine(7)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02676m	palmitoleoyl-carnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02688m	pentadecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02940m	stearoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02973m	tetradecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02974m	tetradecenoylcarnitine(5)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02975m	tetradecenoylcarnitine(7)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m02976m	tetradecenoylcarnitine(9)[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m03049m	tridecanoylcarnitine[Mitochondria]	0.079713	0.46823	7	5.2553	3.6753
m00556c	1-piperideine-6-carboxylate[Cytosol]	0.079266	0.46841	1	5.5008	0
m01736c	dopamine[Cytosol]	0.077832	0.46898	6	5.2611	2.6757
m02530c	N-acetyl-L-alanine[Cytosol]	0.074405	0.47034	2	5.3521	7.9891
m02540c	N-acetylmethionine[Cytosol]	0.074405	0.47034	2	5.3521	7.9891
m02546c	N-acetylornithine[Cytosol]	0.074405	0.47034	2	5.3521	7.9891
m01863c	fumarylacetoacetate[Cytosol]	0.06658	0.47346	2	5.3227	0.48051
m03128c	uroporphyrinogen III[Cytosol]	0.064595	0.47425	2	5.3152	6.4468
m01370s	aspartate[Extracellular]	0.060554	0.47586	2	5.3001	0.86738
m02135c	homogentisate[Cytosol]	0.059446	0.4763	2	5.2959	1.1596
m02985c	thiamin-PPP[Cytosol]	0.055043	0.47805	3	5.2458	4.7053
m02503c	N1-acetylspermidine[Cytosol]	0.053897	0.47851	2	5.2751	5.3041
m02503p	N1-acetylspermidine[Peroxisome]	0.053897	0.47851	2	5.2751	5.3041
m02504c	N1-acetylspermine[Cytosol]	0.053897	0.47851	2	5.2751	5.3041
m02504p	N1-acetylspermine[Peroxisome]	0.053897	0.47851	2	5.2751	5.3041
m02923p	spermidine[Peroxisome]	0.053897	0.47851	2	5.2751	5.3041
m02926p	spermine[Peroxisome]	0.053897	0.47851	2	5.2751	5.3041
